Abstract_ID,Title,Year,Journal,Keywords.author,Abstract,Review,Eco.Quantify,Abiotic,Human,Include?
944,Long-term resilience of above- and belowground ecosystem components among contrasting ecosystems,2014,ECOLOGY,aboveground-belowground linkages; disturbance; ecosystem; Empetrum hermaphroditum; microbial community; nitrogen; resilience; stability,"While several studies have explored how short-term ecological responses to disturbance vary among ecosystems, experimental studies of how contrasting ecosystems recover from disturbance in the longer term are few. We performed a simple long-term experiment on each of 30 contrasting forested islands in northern Sweden that vary in size; as size decreases, time since fire increases, soil fertility and ecosystem productivity declines, and plant species diversity increases. We predicted that resilience of understory plant community properties would be greatest on the larger, more productive islands, and that this would be paralleled by greater resilience of soil biotic and abiotic properties. For each island, we applied three disturbance treatments of increasing intensity to the forest understory once in 1998, i.e., light trimming, heavy trimming, and burning; a fourth treatment was an undisturbed control. We measured recovery of the understory vascular plant community annually over the following 14 years, and at that time also assessed recovery of mosses and several belowground variables. Consistent with our predictions, vascular plant whole-community variables (total cover, species richness, diversity [Shannon's HI, and community composition) recovered significantly more slowly on the smaller (least fertile) than the larger islands, but this difference was not substantial, and only noticeable in the most severely disturbed treatment. When an index of resilience was used, we were unable to detect effects of island size on the recovery of any property. We found that mosses and one shrub species (Empetrum hermaphroditum) recovered particularly slowly, and the higher abundance of this shrub on small islands was sufficient to explain any slower recovery of whole-ecosystem variables on those islands. Further, several belowground variables had not fully recovered from the most intense disturbance after 14 yr, and counter to our predictions, the degree of their recovery was never influenced by island size. While several studies have shown large variation among plant communities in their short-term response (notably resistance) to environmental perturbations, our results reveal that when perturbations are applied equally to highly contrasting ecosystems, differences in resilience among them in the longer term can be relatively minor, regardless of the severity of disturbance.",NO,YES,NO,NO,yes
2068,Putting the concept of biological embedding in historical perspective,2012,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,epigenetics; social determinants of health,"This paper describes evidence that led to the concept of biological embedding and research approaches designed to elucidates its mechanisms. Biological embedding occurs when experience gets under the skin and alters human biological and developmental processes; when systematic differences in experience in different social environments in society lead to systematically different biological and developmental states; when these differences are stable and long term; and, finally, when they have the capacity to influence health, well-being, learning, or behavior over the life course. Biological embedding emerged from insights in population health on the unique characteristics of socioeconomic gradients: Ubiquity in poor and postscarcity societies alike; gradient seen regardless of whether socioeconomic status is measured by income, education, or occupation; cutting widely across health, well-being, learning, and behavior outcomes; replicating itself on new conditions entering society; and, often, showing that flatter gradients mean better overall societal outcomes. Most important, the gradient begins the life course as a gradient in developmental health, suggesting that the emergence of a multifaceted resilience/vulnerability early in life is the best place to look for evidence of biological embedding. To understand its character, the metaphor of the archeology of biological embedding has been used, wherein the surficial stratum of the dig is experience and behavior, the shallow stratum is organ system and cellular function, and the deep stratum is gene function. We are now ready to address the fundamental question of biological embedding: How do early childhood environments work together with genetic variation and epigenetic regulation to generate gradients in health and human development across the life course?",NO,NO,NO,YES,no
25,Mangrove freeze resistance and resilience across a tropical-temperate transitional zone,2025,JOURNAL OF ECOLOGY,Avicennia germinans; climate change; Laguncularia racemosa; life stage; range expansion; Rhizophora mangle; temperature threshold; tropicalization,"Freeze events govern the distribution and structure of mangrove ecosystems, especially in tropical-temperate transitional zones. Understanding mangrove responses to freezing is crucial for predicting their poleward expansion under climate change. However, there is a need for field-based measurements of mangrove freeze resistance and resilience. After an extreme winter storm in December 2022, we measured mangrove post-freeze damage and recovery (January and November 2023), building on a pre-freeze baseline assessment conducted in July 2022 across 12 sites along the temperature gradient of Florida's Gulf of Mexico coast (USA). Low-temperature thresholds for leaf damage to Avicennia germinans, Rhizophora mangle and Laguncularia racemosa were quantified near -6, -4 and - 4 degrees C, respectively. Thresholds for mortality were found to be near -6 to -7 degrees C for A. germinans and -4 to -5 degrees C for R. mangle. A threshold for loss of reproductivity in A. germinans was identified near -6 to -7 degrees C. Resprouting was observed in all three species but limited to just one individual for R. mangle. Surviving A. germinans resprouted vigorously and had the greatest number of resprout branches, which was proportional to leaf damage. Tall A. germinans had a higher resprout percentage than short trees. Strata-specific differences in freeze damage were most pronounced for R. mangle, with higher damage in tall versus short trees, while no difference was found between A. germinans strata. These results suggest that R. mangle population recovery may depend on the growth of short trees, while A. germinans can recover from all strata. Minimum air temperature was strongly correlated with mangrove height and above-ground biomass. Projections of future minimum temperature and species-specific freeze degree days predict warming winters, suggesting further mangrove development and range expansion under climate change. Synthesis: Collectively, our study advances understanding of mangrove responses to freezing and identifies low-temperature thresholds for each species, aiding predictions of mangrove range expansion.",NO,YES,NO,NO,yes
1395,Shrubland resilience varies across soil types: implications for operationalizing resilience in ecological restoration,2016,ECOLOGICAL APPLICATIONS,adaptive capacity; alternative state; brush removal; ecosystem management; fire; rangeland management; resilience; restoration ecology; woody encroachment,"In ecosystems with alternative stable states, restoration success can be thought of as overcoming the resilience of an undesirable state to promote an alternative state that yields greater ecosystem services. Since greater resilience of undesirable states translates into reduced restoration potential, quantifying differences in resilience can enhance restoration planning. In the context of shrub-encroached rangeland restoration, shrubland resilience is the capacity of a woody vegetated state to absorb management interventions designed to produce a more desirable grass-dominated state, and remain within its current regime. Therefore, differences in the resilience of a state can be quantified in a relative sense by measuring whether a state switches to an alternate state following perturbation or remains in its current stability domain. Here we designed an experimental manipulation to assess the contribution of soils to differences in the relative resilience of a shrub-invaded state. In this large-scale experiment, we repeated perturbations across a gradient of soil textures to inform restoration practitioners of differences in the relative resilience of shrubland occurring on different soil types to common rangeland restoration practices. On each soil type, we compared the relative ability of the shrubland state to withstand chemical and mechanical brush control treatments, commonly employed in this study region, to untreated controls. While the shrubland community composition did not differ prior to the study, its capacity to absorb and recover from brush removal treatments depended on soil type. Shrubland resilience to chemical and mechanical brush removal was highest on coarse soils. On these soils, brush removal temporarily restored grassland dominance, but woody plants quickly regained pretreatment levels of dominance. However, shrublands on fine soils did not recover following treatments, continuing to be grass-dominated for the duration of the study. This study highlights a simple approach for prioritizing restoration actions by mapping the locations of different soil attributes that support shrub-dominated states with differing levels of resilience to brush control. This experimental approach provides a basis for operationalizing resilience in restoration and prioritizing management actions across a range of environmental conditions, which is critical given the economic constraints associated with broad-scale mechanical and chemical interventions for rangeland restoration.",NO,YES,NO,NO,yes
513,Effects of anthropogenic disturbances on bird functional diversity: A global meta -analysis,2020,ECOLOGICAL INDICATORS,Avian; Biodiversity; Ecosystem functioning; Ecological traits; Human perturbations,"Anthropogenic disturbances represent the main threat to biodiversity around the globe, yet effects are not restricted to species loss. Assessing the functional diversity, which measures the range and value of ecological traits of organisms, can provide a more direct link between biodiversity and ecosystem functioning. Therefore, as species responses to disturbances depend on their ecological traits, ecosystem functions are likely to be also imperiled by human perturbations. Although the literature on the effects of disturbances on functional diversity has been increasing, results are highly varied. Here, we provided the first comprehensive global meta-analysis on the effects of human disturbances on functional diversity of birds. We also performed subgroup analyses by region, habitat specialization, functional trait, functional diversity index and disturbance type. Our results indicate a consistent negative effect of disturbances on bird functional diversity, regardless of the variability caused by the different predictor variables considered. Specifically, we revealed that studies that were conducted in the tropics, focused on feeding traits and calculated functional diversity and richness indices presented negative responses to disturbances. Additionally, the functional diversity of birds, regardless of habitat specialization, was also negatively affected by anthropogenic disturbances. Lastly, habitat isolation, logging and urbanization exhibited a consistent negative effect on the functional diversity of birds, whereas agriculture, habitat loss and multiple disturbances had no detectable influence. These results indicate that anthropogenic disturbances can be detrimental to birds, possibly jeopardizing their ecological functions and threatening ecosystem resilience. We therefore suggest that conservation efforts should particularly focus on reducing or mitigating the effects of these three disturbances to at least diminish their effects on avian functional diversity. Additionally, we highlight the need for novel studies to simultaneously investigate the direct relationship between disturbance, functional diversity and especially ecosystem function, through the employment of multiple complementary indices, in order to effectively assist conservation decisions.",YES,NO,NO,NO,no
43,Evolution alters ecological resilience,2024,NATURE ECOLOGY & EVOLUTION,,A long-running coevolution experiment on bacteria and yeasts shows that adaptive evolution can shift the tipping points that trigger critical transitions in a community.,NO,YES,NO,NO,yes
178,"Spatial-temporal differentiation and driving factors of ecological resilience in the Yellow River Basin, China",2023,ECOLOGICAL INDICATORS,Ecological resilience; Spatial-temporal differentiation; Driving factor; Yellow River Basin,"Ecological problems are considered to be the key constraint to high-quality development in the Yellow River Basin (YRB), so accurately grasping and understanding the spatial-temporal differentiation characteristics and driving factors of ecological resilience (ER) in the YRB is crucial for the sustainable development of the YRB. This study develops a three-dimensional ER evaluation index system comprising resistance (RE), adaptability (AD), and recovery (RC), measures the ER of 76 cities in the YRB using the entropy method, and investigates the spatial-temporal evolutionary characteristics and drivers of ER in the YRB using the Dagum Gini coefficient (DGC), Kernel density estimation (KDE) and geographic detector methods (GDM). The results show that the spatial differences in ER of the YRB showed a narrowing trend. The primary cause of the overall differences was the interregional differences. There is no significant polarization of ER in the basin as a whole, and the differentiation between the three regions is gradually weakening. Economic development (ED) is a key factor influencing the spatial differences in ER in the YRB and downstream regions. Average annual precipitation (AP) and adaptability (AD) are the most important drivers affecting ER in the upper and middle reaches, respectively. The combined impact of multiple factors on the spatial differences of ER in the YRB is significantly more pronounced than that of individual factors. This study provides empirical evidence and decision-making reference to comprehensively grasp the current ER development characteristics in the YRB, and to develop and implement differentiated regional ecological conservation strategies.",NO,YES,NO,NO,yes
2119,The importance of the propagule–sediment–tide “power balance” for revegetation at the coastal frontier,2019,Ecological Applications,cost-effectiveness; decision making; hydrodynamics; intertidal flat; power balance; propagule; vegetation establishment,"Revegetation of pioneer plants is a critical phase in community establishment for mudflats in seriously degraded coastal wetlands. We tested a hypothesis of the importance of a “power balance” among propagule resilience and sedimentary and tidal disturbances for vegetation reestablishment. Our experiment used three types of propagules (seeds, seedlings, and corms) of native Scirpus species in the fringing flats with similar tidal flows and varying sedimentary intensities in the Yangtze Estuary. Regardless of the initial planting densities, the seed germination rate was extremely low in the field situation. Although the incubated seedlings were planted directly on the bare flat, the wave movement easily flushed the seedlings, even at the site with moderate sedimentary accretion. Failure of the revegetation practice using the seed and seedling materials indicated that the combined “growing and anchoring power” of young seedlings and “stabilizing power” of the sediment were insufficient to withstand the “dislodging power” of the tidal energy. In contrast, the planting approach with underground propagules (corms) proved to be feasible for vegetation establishment at the sites with moderate and low-level sedimentary intensities. The successful practice improved the tipping point of plant survival and tussock formation could be surpassed when the combined growing and anchoring power of seedlings that developed from corms with the stabilizing power of the sediment was greater than the dislodging power of the wave energy. However, at the site with high-level sedimentary intensity, the excessive sediment converted to the burying stress power as seedlings developed from the corms, revealing a burial threshold for seedling survival. The risk of seedling establishment was high when the burying stress power of the sediment far outweighed the combination of the growing power of the seedlings and the sediment removal power of the tidal current and surpassed the tipping point of vegetation die-off. Additionally, we checked the practice cost of the different approaches to ensure a highly cost-effective revegetation planning based on site suitability. This study highlights that understanding of the propagule–sediment–tide power balance offers a tool for improvement of the revegetation and management of site-specific sedimentary and hydrological environments for many degraded coastal ecosystems. © 2019 by the Ecological Society of America",NO,YES,NO,NO,yes
1962,Arranged cohabitation among Chinese Muslims,2024,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,cohabitation; Chinese Muslims; state; religion; resistance,"While modern family- related ideas and behaviors have become more widely accepted in contemporary China, Chinese Muslim minorities continue to hold on to traditional religious practices. Surprisingly, data from our survey conducted in Gansu province in China's northwestern borderlands reveal that Muslims of the Hui and Dongxiang ethnicities reported much higher rates of cohabitation experience than the secular majority Han. Based on follow-up qualitative interviews, we found the answer to lie in the interplay between the highly interventionist Chinese state and the robust cultural resilience of local Islamic communities. While the state maintains a high minimum legal age of marriage, the early marriage norm remains strong in Chinese Muslim communities, where religion constitutes an alternative and often more powerful source of legitimacy-at least in the private sphere of life. Using the 2000 census data, we further show that women in almost all 10 Muslim ethnic groups have higher percentages of underage births and premarital births than Han women, both nationally and in the northwest where most Chinese Muslims live. As the once- outlawed behavior of cohabitation became more socially acceptable during the reform and opening-up era, young Muslim Chinese often found themselves in arranged cohabitations as de facto marriages formed at younger-than-legal ages. In doing so, Chinese Muslim communities have reinvented the meaning of cohabitation. Rather than liberal intimate relationship based on individual autonomy, cohabitation has served as a coping strategy by which Islamic patriarchs circumvent the Chinese state's aggressive regulations aimed at modernizing the Muslim family.",NO,NO,NO,YES,no
1607,Living shorelines enhanced the resilience of saltmarshes to Hurricane Matthew (2016),2018,ECOLOGICAL APPLICATIONS,bulkhead; coastal resilience; erosion; green infrastructure; hardened shoreline; hurricane; living shoreline; marsh sill; rock sill; saltmarsh; Spartina alterniflora; storm,"Nature-based solutions, such as living shorelines, have the potential to restore critical ecosystems, enhance coastal sustainability, and increase resilience to natural disasters; however, their efficacy during storm events compared to traditional hardened shorelines is largely untested. This is a major impediment to their implementation and promotion to policy-makers and homeowners. To address this knowledge gap, we evaluated rock sill living shorelines as compared to natural marshes and hardened shorelines (i.e., bulkheads) in North Carolina, USA for changes in surface elevation, Spartina alterniflora stem density, and structural damage from 2015 to 2017, including before and after Hurricane Matthew (2016). Our results show that living shorelines exhibited better resistance to landward erosion during Hurricane Matthew than bulkheads and natural marshes. Additionally, living shorelines were more resilient than hardened shorelines, as they maintained landward elevation over the two-year study period without requiring any repair. Finally, rock sill living shorelines were able to enhance S.alterniflora stem densities over time when compared to natural marshes. Our results suggest that living shorelines have the potential to improve coastal resilience while supporting important coastal ecosystems.",NO,YES,NO,NO,yes
1141,"Effects of topographic heterogeneity on tree species richness and stand dynamics in a subtropical forest in Okinawa Island, southern Japan",2004,JOURNAL OF ECOLOGY,competition; density effect; monsoon wind; productivity; soil nutrient; structural equation model; tree fern; turnover time; typhoon; wind stress,"1 We used a structural equation model (SEM) to clarify the relationship between productivity and species richness across a topographic gradient in a subtropical forest in southern Japan and to quantify the direct and indirect effects of topographic position and soil properties on community attributes. 2 Higher soil nitrogen on ridges was associated with low soil pH and high soil organic matter, but differences in soil chemistry were small compared with those observed in tropical forests. 3 Species richness increased from the valley, via slopes, to ridges. Understorey and microphyllous species, both of which are typically found in gaps or in windy sites, were more abundant on slopes and ridges than in the valley. Habitat preferences of the species, reflecting shade/drought tolerance rather than soil fertility, may be a primary cause of differences in species richness between the topographic types. 4 The total effect of species richness on biomass increment was greater than that of tree density, and biomass increment increased linearly with species richness. This, together with the fact that combined effects of topography, soil properties and ground flora on biomass increment were comparable with that of tree density, indicates that the relationship was caused by habitat heterogeneity rather than a density effect. 5 Frequent disturbances and chronic wind stress resulted in higher mortality and a greater loss of biomass, especially on the ridges, and probably prevented species with different functional traits (e.g. maximum height) from competing for light. 6 Topographic variation therefore appears to lead to structural/compositional heterogeneity within this subtropical forest, enabling the occurrence of a wider range of species. The growth and survival of a variety of species with different functional traits are diversified by environmental conditions along the topographic position. This causes variation in productivity between the topographic types, and suggests that functional resilience associated with species richness contributes to high productivity.",NO,NO,NO,NO,no
